Original Extrapolated Smoother  Refactored Extrapolated Smoother
1.0914673977e+00  1.0914083228e+00,
1.0136489261e+00  1.0136489261e+00,
8.7742212211e-01  8.7719543911e-01,
9.1659910326e-01  9.1659910326e-01,
6.8719143021e-01  6.8701115437e-01,
1.0000000000e+00  1.0000000000e+00,
1.3032320295e+00  1.3034123054e+00,
1.0834008967e+00  1.0834008967e+00,
1.1180743279e+00  1.1183010109e+00,
9.8635107394e-01  9.8635107394e-01,
9.0738968091e-01  9.0744875586e-01,
1.0094975112e+00  1.0094975112e+00,
1.1253001529e+00  1.1253101241e+00,
1.0863886509e+00  1.0863886509e+00,
1.1840972984e+00  1.1841084871e+00,
1.0519903359e+00  1.0519903359e+00,
1.0389570690e+00  1.0390407020e+00,
1.0012096314e+00  1.0012096314e+00,
1.0094995828e+00  1.0099322336e+00,
1.0235825071e+00  1.0235825071e+00,
1.2189536477e+00  1.2194743971e+00,
1.0000000000e+00  1.0000000000e+00,
6.5948648771e-01  6.5906671493e-01,
1.0000000000e+00  1.0000000000e+00,
9.8108718734e-01  9.8081011201e-01,
1.0000000000e+00  1.0000000000e+00,
9.7689364465e-01  9.7685630250e-01,
1.0000000000e+00  1.0000000000e+00,
8.6243585962e-01  8.6243244128e-01,
1.0000000000e+00  1.0000000000e+00,
9.2510308215e-01  9.2510015868e-01,
1.0000000000e+00  1.0000000000e+00,
1.1675797066e+00  1.1675561861e+00,
1.0000000000e+00  1.0000000000e+00,
9.3321814064e-01  9.3309846688e-01,
1.0000000000e+00  1.0000000000e+00,
7.0121923206e-01  7.0110834760e-01,
1.0000000000e+00  1.0000000000e+00,
1.2815238127e+00  1.2816346972e+00,
1.0000000000e+00  1.0000000000e+00,
1.0573689851e+00  1.0574886588e+00,
1.0000000000e+00  1.0000000000e+00,
8.2926735279e-01  8.2929087328e-01,
1.0000000000e+00  1.0000000000e+00,
1.0738970887e+00  1.0739000121e+00,
1.0000000000e+00  1.0000000000e+00,
1.1361736200e+00  1.1361770383e+00,
1.0000000000e+00  1.0000000000e+00,
1.0157782142e+00  1.0158155564e+00,
1.0000000000e+00  1.0000000000e+00,
9.8464987167e-01  9.8492694701e-01,
1.0000000000e+00  1.0000000000e+00,
1.2397144783e+00  1.2401342511e+00,
1.0000000000e+00  1.0000000000e+00,
6.3281318442e-01  6.3245141060e-01,
9.7674008230e-01  9.7674008230e-01,
1.0020581693e+00  1.0018592659e+00,
1.0179603479e+00  1.0179603479e+00,
1.0132510819e+00  1.0132318011e+00,
9.7801260061e-01  9.7801260061e-01,
9.3653326518e-01  9.3653204194e-01,
9.8127873186e-01  9.8127873186e-01,
9.7628218265e-01  9.7628118152e-01,
1.0352528281e+00  1.0352528281e+00,
1.2246680167e+00  1.2246572590e+00,
1.0807028440e+00  1.0807028440e+00,
1.0004196508e+00  1.0003485496e+00,
9.5622087927e-01  9.5622087927e-01,
7.7707507647e-01  7.7699965680e-01,
1.0000000000e+00  1.0000000000e+00,
1.1925929133e+00  1.1926683330e+00,
1.0437791207e+00  1.0437791207e+00,
9.8061925283e-01  9.8069035397e-01,
9.1929715600e-01  9.1929715600e-01,
7.6713433361e-01  7.6714509135e-01,
9.6474717194e-01  9.6474717194e-01,
1.0202726562e+00  1.0202736574e+00,
1.0187212681e+00  1.0187212681e+00,
1.0589179617e+00  1.0589191849e+00,
1.0219873994e+00  1.0219873994e+00,
9.7016663444e-01  9.7018591525e-01,
9.8203965207e-01  9.8203965207e-01,
9.4190231408e-01  9.4210121744e-01,
1.0232599177e+00  1.0232599177e+00,
1.2309922090e+00  1.2313539828e+00,
1.0000000000e+00  1.0000000000e+00,
6.3187881742e-01  6.3155269639e-01,
1.0000000000e+00  1.0000000000e+00,
1.0195134835e+00  1.0193552855e+00,
1.0000000000e+00  1.0000000000e+00,
1.0584498730e+00  1.0584380956e+00,
1.0000000000e+00  1.0000000000e+00,
1.0508110501e+00  1.0508105133e+00,
1.0000000000e+00  1.0000000000e+00,
1.0019607925e+00  1.0019603723e+00,
1.0000000000e+00  1.0000000000e+00,
1.1852404161e+00  1.1852345606e+00,
1.0000000000e+00  1.0000000000e+00,
1.0297912089e+00  1.0297429298e+00,
1.0000000000e+00  1.0000000000e+00,
9.0775648849e-01  9.0769955119e-01,
1.0000000000e+00  1.0000000000e+00,
1.0378151193e+00  1.0378720566e+00,
1.0000000000e+00  1.0000000000e+00,
9.3145382054e-01  9.3150209959e-01,
1.0000000000e+00  1.0000000000e+00,
7.9340742719e-01  7.9341328270e-01,
1.0000000000e+00  1.0000000000e+00,
9.8632793467e-01  9.8632835486e-01,
1.0000000000e+00  1.0000000000e+00,
9.3453548115e-01  9.3453601794e-01,
1.0000000000e+00  1.0000000000e+00,
9.0417086770e-01  9.0418264502e-01,
1.0000000000e+00  1.0000000000e+00,
8.8860746060e-01  8.8876565856e-01,
1.0000000000e+00  1.0000000000e+00,
1.1842854408e+00  1.1846115618e+00,
1.0000000000e+00  1.0000000000e+00,
6.4562262164e-01  6.4532532607e-01,
1.0030859052e+00  1.0030859052e+00,
1.0060394692e+00  1.0059059437e+00,
1.0399486736e+00  1.0399486736e+00,
1.0754297477e+00  1.0754214662e+00,
1.0442818410e+00  1.0442818410e+00,
1.1214592164e+00  1.1214589249e+00,
1.0576348484e+00  1.0576348484e+00,
9.7619646948e-01  9.7619624999e-01,
9.7066876583e-01  9.7066876583e-01,
1.0718906991e+00  1.0718869426e+00,
1.0088620055e+00  1.0088620055e+00,
9.7824196830e-01  9.7820552433e-01,
1.0424491038e+00  1.0424491038e+00,
1.0248854381e+00  1.0248392099e+00,
1.0000000000e+00  1.0000000000e+00,
8.6692244149e-01  8.6696866967e-01,
9.5755089619e-01  9.5755089619e-01,
9.3424248884e-01  9.3427893280e-01,
9.9113799446e-01  9.9113799446e-01,
8.6722814457e-01  8.6723190111e-01,
1.0293312342e+00  1.0293312342e+00,
9.8081782024e-01  9.8081803973e-01,
9.4236515158e-01  9.4236515158e-01,
8.2764812097e-01  8.2764841244e-01,
9.5571815901e-01  9.5571815901e-01,
8.3296126398e-01  8.3296954551e-01,
9.6005132643e-01  9.6005132643e-01,
8.3085774547e-01  8.3099127092e-01,
9.9691409479e-01  9.9691409479e-01,
1.0905890176e+00  1.0908863132e+00,
1.0000000000e+00  1.0000000000e+00,
6.3283848505e-01  6.3258020572e-01,
1.0000000000e+00  1.0000000000e+00,
9.2001065823e-01  9.1990036717e-01,
1.0000000000e+00  1.0000000000e+00,
9.9215573880e-01  9.9214974203e-01,
1.0000000000e+00  1.0000000000e+00,
1.0504815526e+00  1.0504813811e+00,
1.0000000000e+00  1.0000000000e+00,
8.7774746000e-01  8.7774733520e-01,
1.0000000000e+00  1.0000000000e+00,
9.1136960439e-01  9.1136707868e-01,
1.0000000000e+00  1.0000000000e+00,
8.4388397605e-01  8.4385620646e-01,
1.0000000000e+00  1.0000000000e+00,
1.0379918868e+00  1.0379547296e+00,
1.0000000000e+00  1.0000000000e+00,
7.1036224810e-01  7.1039940531e-01,
1.0000000000e+00  1.0000000000e+00,
9.2860422356e-01  9.2863199315e-01,
1.0000000000e+00  1.0000000000e+00,
8.9528887658e-01  8.9529140229e-01,
1.0000000000e+00  1.0000000000e+00,
9.5288265234e-01  9.5288277713e-01,
1.0000000000e+00  1.0000000000e+00,
7.5939982065e-01  7.5939999218e-01,
1.0000000000e+00  1.0000000000e+00,
7.5677019917e-01  7.5677619594e-01,
1.0000000000e+00  1.0000000000e+00,
7.4784429585e-01  7.4795458690e-01,
1.0000000000e+00  1.0000000000e+00,
9.3556133073e-01  9.3581961006e-01,
7.4420939356e-01  7.4420939356e-01,
5.1826193067e-01  5.1807548782e-01,
7.5704618456e-01  7.5704618456e-01,
6.7486535619e-01  6.7478785397e-01,
7.6332647537e-01  7.6332647537e-01,
7.2986516897e-01  7.2986127418e-01,
7.6398310792e-01  7.6398310792e-01,
7.5779474958e-01  7.5779465273e-01,
7.8479918617e-01  7.8479918617e-01,
6.3521299494e-01  6.3521292622e-01,
7.4732380911e-01  7.4732380911e-01,
6.4394478224e-01  6.4394321832e-01,
7.1951319447e-01  7.1951319447e-01,
5.8824362290e-01  5.8822495444e-01,
7.8026121530e-01  7.8026121530e-01,
8.2494669941e-01  8.2492086636e-01,
7.6979491535e-01  7.6979491535e-01,
5.0928197421e-01  5.0930780726e-01,
7.6275988350e-01  7.6275988350e-01,
7.6187987144e-01  7.6189853990e-01,
8.3439152935e-01  8.3439152935e-01,
7.2445001064e-01  7.2445157456e-01,
8.2243719940e-01  8.2243719940e-01,
7.3284854101e-01  7.3284860972e-01,
7.8221726934e-01  7.8221726934e-01,
5.7837688827e-01  5.7837698512e-01,
7.6735859358e-01  7.6735859358e-01,
5.6456107762e-01  5.6456497240e-01,
7.4030607985e-01  7.4030607985e-01,
5.6695319987e-01  5.6703070209e-01,
7.3467805742e-01  7.3467805742e-01,
6.5358521136e-01  6.5377165421e-01,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
-0.0000000000e+00  0.0000000000e+00,
0.0000000000e+00  0.0000000000e+00
