Original Extrapolated Smoother  Refactored Extrapolated Smoother
1.0067167001e+00  1.0067167001e+00,
1.0000000000e+00  1.0000000000e+00,
1.0072375988e+00  1.0072375988e+00,
1.0000000000e+00  1.0000000000e+00,
1.0075059792e+00  1.0075059792e+00,
1.0000000000e+00  1.0000000000e+00,
1.0066742418e+00  1.0066742418e+00,
1.0000000000e+00  1.0000000000e+00,
1.0045093676e+00  1.0045093676e+00,
1.0000000000e+00  1.0000000000e+00,
1.0018419538e+00  1.0018419538e+00,
1.0000000000e+00  1.0000000000e+00,
1.0000395763e+00  1.0000395763e+00,
1.0000000000e+00  1.0000000000e+00,
9.9976209833e-01  9.9976209833e-01,
1.0000000000e+00  1.0000000000e+00,
1.0002379017e+00  1.0002379017e+00,
1.0000000000e+00  1.0000000000e+00,
9.9996042367e-01  9.9996042367e-01,
1.0000000000e+00  1.0000000000e+00,
9.9815804619e-01  9.9815804619e-01,
1.0000000000e+00  1.0000000000e+00,
9.9549063242e-01  9.9549063242e-01,
1.0000000000e+00  1.0000000000e+00,
9.9332575820e-01  9.9332575820e-01,
1.0000000000e+00  1.0000000000e+00,
9.9249402076e-01  9.9249402076e-01,
1.0000000000e+00  1.0000000000e+00,
9.9276240120e-01  9.9276240120e-01,
1.0000000000e+00  1.0000000000e+00,
9.9328329995e-01  9.9328329995e-01,
1.0000000000e+00  1.0000000000e+00,
9.9337762886e-01  9.9337762886e-01,
1.0000000000e+00  1.0000000000e+00,
9.9300382789e-01  9.9300382789e-01,
1.0000000000e+00  1.0000000000e+00,
9.9270712260e-01  9.9270712260e-01,
1.0000000000e+00  1.0000000000e+00,
9.9316333598e-01  9.9316333598e-01,
1.0000000000e+00  1.0000000000e+00,
9.9461498956e-01  9.9461498956e-01,
1.0000000000e+00  1.0000000000e+00,
9.9662473825e-01  9.9662473825e-01,
1.0000000000e+00  1.0000000000e+00,
9.9842078983e-01  9.9842078983e-01,
1.0000000000e+00  1.0000000000e+00,
9.9958435921e-01  9.9958435921e-01,
1.0000000000e+00  1.0000000000e+00,
9.9559399138e-01  9.9559399138e-01,
1.0002713628e+00  1.0002713628e+00,
9.9648799975e-01  9.9648799975e-01,
1.0014639932e+00  1.0014639932e+00,
1.0043354280e+00  1.0043354280e+00,
1.0034919990e+00  1.0034919990e+00,
1.0104693885e+00  1.0104693885e+00,
1.0053054741e+00  1.0053054741e+00,
1.0127802869e+00  1.0127802869e+00,
1.0058911501e+00  1.0058911501e+00,
1.0117796459e+00  1.0117796459e+00,
1.0051764041e+00  1.0051764041e+00,
1.0092035244e+00  1.0092035244e+00,
1.0040333295e+00  1.0040333295e+00,
1.0072246436e+00  1.0072246436e+00,
1.0035357078e+00  1.0035357078e+00,
1.0073441911e+00  1.0073441911e+00,
1.0041293576e+00  1.0041293576e+00,
1.0094212154e+00  1.0094212154e+00,
1.0052259023e+00  1.0052259023e+00,
1.0114266151e+00  1.0114266151e+00,
1.0054919425e+00  1.0054919425e+00,
1.0102916974e+00  1.0102916974e+00,
1.0038763354e+00  1.0038763354e+00,
1.0039127251e+00  1.0039127251e+00,
1.0007883612e+00  1.0007883612e+00,
9.9399501626e-01  9.9399501626e-01,
9.9818579097e-01  9.9818579097e-01,
9.8790074807e-01  9.8790074807e-01,
9.9796588490e-01  9.9796588490e-01,
9.9353613878e-01  9.9353613878e-01,
1.0000000000e+00  1.0000000000e+00,
1.0064614418e+00  1.0064614418e+00,
1.0020341151e+00  1.0020341151e+00,
1.0120980947e+00  1.0120980947e+00,
1.0018142090e+00  1.0018142090e+00,
1.0060047095e+00  1.0060047095e+00,
9.9921163877e-01  9.9921163877e-01,
9.9608724125e-01  9.9608724125e-01,
9.9612366465e-01  9.9612366465e-01,
9.8970830035e-01  9.8970830035e-01,
9.9450805748e-01  9.9450805748e-01,
9.8857338480e-01  9.8857338480e-01,
9.9477409766e-01  9.9477409766e-01,
9.9057878456e-01  9.9057878456e-01,
9.9587064245e-01  9.9587064245e-01,
9.9265580888e-01  9.9265580888e-01,
9.9646429218e-01  9.9646429218e-01,
9.9277535639e-01  9.9277535639e-01,
9.9596667047e-01  9.9596667047e-01,
9.9079647561e-01  9.9079647561e-01,
9.9482359595e-01  9.9482359595e-01,
9.8822035317e-01  9.8822035317e-01,
9.9410884989e-01  9.9410884989e-01,
9.8721967021e-01  9.8721967021e-01,
9.9469452586e-01  9.9469452586e-01,
9.8952932535e-01  9.8952932535e-01,
9.9650800099e-01  9.9650800099e-01,
9.9564308383e-01  9.9564308383e-01,
9.9853600685e-01  9.9853600685e-01,
1.0033279069e+00  1.0033279069e+00,
9.9972863722e-01  9.9972863722e-01,
1.0037634480e+00  1.0037634480e+00,
1.0000000000e+00  1.0000000000e+00,
9.8970031754e-01  9.8970031754e-01,
1.0000000000e+00  1.0000000000e+00,
9.8845551999e-01  9.8845551999e-01,
1.0000000000e+00  1.0000000000e+00,
1.0005365458e+00  1.0005365458e+00,
1.0000000000e+00  1.0000000000e+00,
1.0086674703e+00  1.0086674703e+00,
1.0000000000e+00  1.0000000000e+00,
1.0099012034e+00  1.0099012034e+00,
1.0000000000e+00  1.0000000000e+00,
1.0065117712e+00  1.0065117712e+00,
1.0000000000e+00  1.0000000000e+00,
1.0018787900e+00  1.0018787900e+00,
1.0000000000e+00  1.0000000000e+00,
9.9888131168e-01  9.9888131168e-01,
1.0000000000e+00  1.0000000000e+00,
9.9902014557e-01  9.9902014557e-01,
1.0000000000e+00  1.0000000000e+00,
1.0021167824e+00  1.0021167824e+00,
1.0000000000e+00  1.0000000000e+00,
1.0058843645e+00  1.0058843645e+00,
1.0000000000e+00  1.0000000000e+00,
1.0058813403e+00  1.0058813403e+00,
1.0000000000e+00  1.0000000000e+00,
9.9780073184e-01  9.9780073184e-01,
1.0000000000e+00  1.0000000000e+00,
9.8313346880e-01  9.8313346880e-01,
1.0000000000e+00  1.0000000000e+00,
9.7451305510e-01  9.7451305510e-01,
1.0000000000e+00  1.0000000000e+00,
9.8702412992e-01  9.8702412992e-01,
1.0000000000e+00  1.0000000000e+00,
1.0129694854e+00  1.0129694854e+00,
1.0000000000e+00  1.0000000000e+00,
1.0254837471e+00  1.0254837471e+00,
1.0000000000e+00  1.0000000000e+00,
1.0168656993e+00  1.0168656993e+00,
1.0000000000e+00  1.0000000000e+00,
1.0021991506e+00  1.0021991506e+00,
1.0000000000e+00  1.0000000000e+00,
9.9411865022e-01  9.9411865022e-01,
1.0000000000e+00  1.0000000000e+00,
9.9411563495e-01  9.9411563495e-01,
1.0000000000e+00  1.0000000000e+00,
9.9788321758e-01  9.9788321758e-01,
1.0000000000e+00  1.0000000000e+00,
1.0009798544e+00  1.0009798544e+00,
1.0000000000e+00  1.0000000000e+00,
1.0011186883e+00  1.0011186883e+00,
1.0000000000e+00  1.0000000000e+00,
9.9812120985e-01  9.9812120985e-01,
1.0000000000e+00  1.0000000000e+00,
9.9348822449e-01  9.9348822449e-01,
1.0000000000e+00  1.0000000000e+00,
9.9009863580e-01  9.9009863580e-01,
1.0000000000e+00  1.0000000000e+00,
9.9132861838e-01  9.9132861838e-01,
1.0000000000e+00  1.0000000000e+00,
9.9940767740e-01  9.9940767740e-01,
1.0000000000e+00  1.0000000000e+00,
1.0111139620e+00  1.0111139620e+00,
1.0000000000e+00  1.0000000000e+00,
1.0088724838e+00  1.0088724838e+00,
1.0000000000e+00  1.0000000000e+00,
9.8243074574e-01  9.8243074574e-01,
9.9856709228e-01  9.9856709228e-01,
9.7785124960e-01  9.7785124960e-01,
9.9882767904e-01  9.9882767904e-01,
9.9486834867e-01  9.9486834867e-01,
1.0007696970e+00  1.0007696970e+00,
1.0063526469e+00  1.0063526469e+00,
1.0025480990e+00  1.0025480990e+00,
1.0075663810e+00  1.0075663810e+00,
1.0021497164e+00  1.0021497164e+00,
1.0017515347e+00  1.0017515347e+00,
9.9933268684e-01  9.9933268684e-01,
9.9375117673e-01  9.9375117673e-01,
9.9598478115e-01  9.9598478115e-01,
9.8840407983e-01  9.8840407983e-01,
9.9460574451e-01  9.9460574451e-01,
9.8889133695e-01  9.8889133695e-01,
9.9626416375e-01  9.9626416375e-01,
9.9491461006e-01  9.9491461006e-01,
9.9954600307e-01  9.9954600307e-01,
1.0019746098e+00  1.0019746098e+00,
1.0013312407e+00  1.0013312407e+00,
1.0026271730e+00  1.0026271730e+00,
9.9931941580e-01  9.9931941580e-01,
9.9051930724e-01  9.9051930724e-01,
9.9458059793e-01  9.9458059793e-01,
9.6864351193e-01  9.6864351193e-01,
9.9133875055e-01  9.9133875055e-01,
9.5707567159e-01  9.5707567159e-01,
9.9332496446e-01  9.9332496446e-01,
9.7877264638e-01  9.7877264638e-01,
1.0000000000e+00  1.0000000000e+00,
1.0212133220e+00  1.0212133220e+00,
1.0066750355e+00  1.0066750355e+00,
1.0429169125e+00  1.0429169125e+00,
1.0086612494e+00  1.0086612494e+00,
1.0313543435e+00  1.0313543435e+00,
1.0054194021e+00  1.0054194021e+00,
1.0094803390e+00  1.0094803390e+00,
1.0006805842e+00  1.0006805842e+00,
9.9737279217e-01  9.9737279217e-01,
9.9866875933e-01  9.9866875933e-01,
9.9802538783e-01  9.9802538783e-01,
1.0004539969e+00  1.0004539969e+00,
1.0050853898e+00  1.0050853898e+00,
1.0037358362e+00  1.0037358362e+00,
1.0111086630e+00  1.0111086630e+00,
1.0053942555e+00  1.0053942555e+00,
1.0115959201e+00  1.0115959201e+00,
1.0040152189e+00  1.0040152189e+00,
1.0062488227e+00  1.0062488227e+00,
1.0006673132e+00  1.0006673132e+00,
9.9824844731e-01  9.9824844731e-01,
9.9785028365e-01  9.9785028365e-01,
9.9243310135e-01  9.9243310135e-01,
9.9745190100e-01  9.9745190100e-01,
9.9363734053e-01  9.9363734053e-01,
9.9923030303e-01  9.9923030303e-01,
1.0050126727e+00  1.0050126727e+00,
1.0011723210e+00  1.0011723210e+00,
1.0213400848e+00  1.0213400848e+00,
1.0014329077e+00  1.0014329077e+00,
1.0150586262e+00  1.0150586262e+00,
1.0000000000e+00  1.0000000000e+00,
9.7400168388e-01  9.7400168388e-01,
1.0000000000e+00  1.0000000000e+00,
9.6541949760e-01  9.6541949760e-01,
1.0000000000e+00  1.0000000000e+00,
9.8805426828e-01  9.8805426828e-01,
1.0000000000e+00  1.0000000000e+00,
1.0029797941e+00  1.0029797941e+00,
1.0000000000e+00  1.0000000000e+00,
1.0035883375e+00  1.0035883375e+00,
1.0000000000e+00  1.0000000000e+00,
9.9569550783e-01  9.9569550783e-01,
1.0000000000e+00  1.0000000000e+00,
9.8648621772e-01  9.8648621772e-01,
1.0000000000e+00  1.0000000000e+00,
9.8124181233e-01  9.8124181233e-01,
1.0000000000e+00  1.0000000000e+00,
9.8234277189e-01  9.8234277189e-01,
1.0000000000e+00  1.0000000000e+00,
9.8946723145e-01  9.8946723145e-01,
1.0000000000e+00  1.0000000000e+00,
9.9851837874e-01  9.9851837874e-01,
1.0000000000e+00  1.0000000000e+00,
1.0003704233e+00  1.0003704233e+00,
1.0000000000e+00  1.0000000000e+00,
9.8513813848e-01  9.8513813848e-01,
1.0000000000e+00  1.0000000000e+00,
9.5562966844e-01  9.5562966844e-01,
1.0000000000e+00  1.0000000000e+00,
9.4002833683e-01  9.4002833683e-01,
1.0000000000e+00  1.0000000000e+00,
9.7050103376e-01  9.7050103376e-01,
1.0000000000e+00  1.0000000000e+00,
1.0294701175e+00  1.0294701175e+00,
1.0000000000e+00  1.0000000000e+00,
1.0599555785e+00  1.0599555785e+00,
1.0000000000e+00  1.0000000000e+00,
1.0443651718e+00  1.0443651718e+00,
1.0000000000e+00  1.0000000000e+00,
1.0148608735e+00  1.0148608735e+00,
1.0000000000e+00  1.0000000000e+00,
9.9962945909e-01  9.9962945909e-01,
1.0000000000e+00  1.0000000000e+00,
1.0014816115e+00  1.0014816115e+00,
1.0000000000e+00  1.0000000000e+00,
1.0105327677e+00  1.0105327677e+00,
1.0000000000e+00  1.0000000000e+00,
1.0176572279e+00  1.0176572279e+00,
1.0000000000e+00  1.0000000000e+00,
1.0187581874e+00  1.0187581874e+00,
1.0000000000e+00  1.0000000000e+00,
1.0135137793e+00  1.0135137793e+00,
1.0000000000e+00  1.0000000000e+00,
1.0043044240e+00  1.0043044240e+00,
1.0000000000e+00  1.0000000000e+00,
9.9641013558e-01  9.9641013558e-01,
1.0000000000e+00  1.0000000000e+00,
9.9699657153e-01  9.9699657153e-01,
1.0000000000e+00  1.0000000000e+00,
1.0117116181e+00  1.0117116181e+00,
1.0000000000e+00  1.0000000000e+00,
1.0331857933e+00  1.0331857933e+00,
1.0000000000e+00  1.0000000000e+00,
1.0219625612e+00  1.0219625612e+00,
1.0000000000e+00  1.0000000000e+00,
9.6435276872e-01  9.6435276872e-01,
9.9685773505e-01  9.9685773505e-01,
9.5111997373e-01  9.5111997373e-01,
9.9641728024e-01  9.9641728024e-01,
9.8058561633e-01  9.8058561633e-01,
9.9859399468e-01  9.9859399468e-01,
1.0001558932e+00  1.0001558932e+00,
1.0003168650e+00  1.0003168650e+00,
1.0000231705e+00  1.0000231705e+00,
9.9837630599e-01  9.9837630599e-01,
9.8797441955e-01  9.8797441955e-01,
9.9270157255e-01  9.9270157255e-01,
9.7369341512e-01  9.7369341512e-01,
9.8675820807e-01  9.8675820807e-01,
9.6533696057e-01  9.6533696057e-01,
9.8477683877e-01  9.8477683877e-01,
9.6776431462e-01  9.6776431462e-01,
9.8843099858e-01  9.8843099858e-01,
9.8045143853e-01  9.8045143853e-01,
9.9522486232e-01  9.9522486232e-01,
9.9593897582e-01  9.9593897582e-01,
9.9961591009e-01  9.9961591009e-01,
1.0003742548e+00  1.0003742548e+00,
9.9723990606e-01  9.9723990606e-01,
9.8016506158e-01  9.8016506158e-01,
9.8970074594e-01  9.8970074594e-01,
9.4010761275e-01  9.4010761275e-01,
9.8445108120e-01  9.8445108120e-01,
9.1953662654e-01  9.1953662654e-01,
9.8817388439e-01  9.8817388439e-01,
9.6071359451e-01  9.6071359451e-01,
1.0000000000e+00  1.0000000000e+00,
1.0392295793e+00  1.0392295793e+00,
1.0118261156e+00  1.0118261156e+00,
1.0804300388e+00  1.0804300388e+00,
1.0155489188e+00  1.0155489188e+00,
1.0598805925e+00  1.0598805925e+00,
1.0102992541e+00  1.0102992541e+00,
1.0198323391e+00  1.0198323391e+00,
1.0027600939e+00  1.0027600939e+00,
9.9962537566e-01  9.9962537566e-01,
1.0003840899e+00  1.0003840899e+00,
1.0040609864e+00  1.0040609864e+00,
1.0047751377e+00  1.0047751377e+00,
1.0195485575e+00  1.0195485575e+00,
1.0115690014e+00  1.0115690014e+00,
1.0322356844e+00  1.0322356844e+00,
1.0152231612e+00  1.0152231612e+00,
1.0346630379e+00  1.0346630379e+00,
1.0132417919e+00  1.0132417919e+00,
1.0263065719e+00  1.0263065719e+00,
1.0072984274e+00  1.0072984274e+00,
1.0120253431e+00  1.0120253431e+00,
1.0016236940e+00  1.0016236940e+00,
9.9997264186e-01  9.9997264186e-01,
9.9968313503e-01  9.9968313503e-01,
9.9979170000e-01  9.9979170000e-01,
1.0014060053e+00  1.0014060053e+00,
1.0189786217e+00  1.0189786217e+00,
1.0035827198e+00  1.0035827198e+00,
1.0465989395e+00  1.0465989395e+00,
1.0031422650e+00  1.0031422650e+00,
1.0294975023e+00  1.0294975023e+00,
1.0000000000e+00  1.0000000000e+00,
9.5409934224e-01  9.5409934224e-01,
1.0000000000e+00  1.0000000000e+00,
9.3636056968e-01  9.3636056968e-01,
1.0000000000e+00  1.0000000000e+00,
9.7380319107e-01  9.7380319107e-01,
1.0000000000e+00  1.0000000000e+00,
9.9853221918e-01  9.9853221918e-01,
1.0000000000e+00  1.0000000000e+00,
9.9768954185e-01  9.9768954185e-01,
1.0000000000e+00  1.0000000000e+00,
9.8357140439e-01  9.8357140439e-01,
1.0000000000e+00  1.0000000000e+00,
9.6934528551e-01  9.6934528551e-01,
1.0000000000e+00  1.0000000000e+00,
9.6278333256e-01  9.6278333256e-01,
1.0000000000e+00  1.0000000000e+00,
9.6648709126e-01  9.6648709126e-01,
1.0000000000e+00  1.0000000000e+00,
9.8013177340e-01  9.8013177340e-01,
1.0000000000e+00  1.0000000000e+00,
9.9816946037e-01  9.9816946037e-01,
1.0000000000e+00  1.0000000000e+00,
1.0049738755e+00  1.0049738755e+00,
1.0000000000e+00  1.0000000000e+00,
9.8112460346e-01  9.8112460346e-01,
1.0000000000e+00  1.0000000000e+00,
9.3044317313e-01  9.3044317313e-01,
1.0000000000e+00  1.0000000000e+00,
9.0328340325e-01  9.0328340325e-01,
1.0000000000e+00  1.0000000000e+00,
9.5254407728e-01  9.5254407728e-01,
1.0000000000e+00  1.0000000000e+00,
1.0473477533e+00  1.0473477533e+00,
1.0000000000e+00  1.0000000000e+00,
1.0966500442e+00  1.0966500442e+00,
1.0000000000e+00  1.0000000000e+00,
1.0695310089e+00  1.0695310089e+00,
1.0000000000e+00  1.0000000000e+00,
1.0188689027e+00  1.0188689027e+00,
1.0000000000e+00  1.0000000000e+00,
9.9502503250e-01  9.9502503250e-01,
1.0000000000e+00  1.0000000000e+00,
1.0018304044e+00  1.0018304044e+00,
1.0000000000e+00  1.0000000000e+00,
1.0198682094e+00  1.0198682094e+00,
1.0000000000e+00  1.0000000000e+00,
1.0335129039e+00  1.0335129039e+00,
1.0000000000e+00  1.0000000000e+00,
1.0372166602e+00  1.0372166602e+00,
1.0000000000e+00  1.0000000000e+00,
1.0306546619e+00  1.0306546619e+00,
1.0000000000e+00  1.0000000000e+00,
1.0164278276e+00  1.0164278276e+00,
1.0000000000e+00  1.0000000000e+00,
1.0022996805e+00  1.0022996805e+00,
1.0000000000e+00  1.0000000000e+00,
1.0013576225e+00  1.0013576225e+00,
1.0000000000e+00  1.0000000000e+00,
1.0254217438e+00  1.0254217438e+00,
1.0000000000e+00  1.0000000000e+00,
1.0600576728e+00  1.0600576728e+00,
1.0000000000e+00  1.0000000000e+00,
1.0368905722e+00  1.0368905722e+00,
1.0000000000e+00  1.0000000000e+00,
9.4335007031e-01  9.4335007031e-01,
9.9538785374e-01  9.9538785374e-01,
9.2111601184e-01  9.2111601184e-01,
9.9465509564e-01  9.9465509564e-01,
9.6752870974e-01  9.6752870974e-01,
9.9754482039e-01  9.9754482039e-01,
9.9830972226e-01  9.9830972226e-01,
9.9948300520e-01  9.9948300520e-01,
9.9597533601e-01  9.9597533601e-01,
9.9611534657e-01  9.9611534657e-01,
9.7676906369e-01  9.7676906369e-01,
9.8804920810e-01  9.8804920810e-01,
9.5749231511e-01  9.5749231511e-01,
9.8051863524e-01  9.8051863524e-01,
9.4855967335e-01  9.4855967335e-01,
9.7888962856e-01  9.7888962856e-01,
9.5474696534e-01  9.5474696534e-01,
9.8497109362e-01  9.8497109362e-01,
9.7558891495e-01  9.7558891495e-01,
9.9555669415e-01  9.9555669415e-01,
1.0023036101e+00  1.0023036101e+00,
1.0029345640e+00  1.0029345640e+00,
1.0137479019e+00  1.0137479019e+00,
1.0000779191e+00  1.0000779191e+00,
9.8476014644e-01  9.8476014644e-01,
9.8867792424e-01  9.8867792424e-01,
9.2100352235e-01  9.2100352235e-01,
9.7992336542e-01  9.7992336542e-01,
8.8664788683e-01  8.8664788683e-01,
9.8408465912e-01  9.8408465912e-01,
9.4436714565e-01  9.4436714565e-01,
1.0000000000e+00  1.0000000000e+00,
1.0554328722e+00  1.0554328722e+00,
1.0159153409e+00  1.0159153409e+00,
1.1132234431e+00  1.1132234431e+00,
1.0200766346e+00  1.0200766346e+00,
1.0789420552e+00  1.0789420552e+00,
1.0113220758e+00  1.0113220758e+00,
1.0152243500e+00  1.0152243500e+00,
9.9992208092e-01  9.9992208092e-01,
9.8624904269e-01  9.8624904269e-01,
9.9706543604e-01  9.9706543604e-01,
9.9769593518e-01  9.9769593518e-01,
1.0044433058e+00  1.0044433058e+00,
1.0244110157e+00  1.0244110157e+00,
1.0150289064e+00  1.0150289064e+00,
1.0452530127e+00  1.0452530127e+00,
1.0211103714e+00  1.0211103714e+00,
1.0514402949e+00  1.0514402949e+00,
1.0194813648e+00  1.0194813648e+00,
1.0425074867e+00  1.0425074867e+00,
1.0119507919e+00  1.0119507919e+00,
1.0232286094e+00  1.0232286094e+00,
1.0038846534e+00  1.0038846534e+00,
1.0039984352e+00  1.0039984352e+00,
1.0005169948e+00  1.0005169948e+00,
1.0014692898e+00  1.0014692898e+00,
1.0024551796e+00  1.0024551796e+00,
1.0311455038e+00  1.0311455038e+00,
1.0053449044e+00  1.0053449044e+00,
1.0734478505e+00  1.0734478505e+00,
1.0046121463e+00  1.0046121463e+00,
1.0438632364e+00  1.0438632364e+00,
1.0000000000e+00  1.0000000000e+00,
9.3289336762e-01  9.3289336762e-01,
1.0000000000e+00  1.0000000000e+00,
9.0702942139e-01  9.0702942139e-01,
1.0000000000e+00  1.0000000000e+00,
9.6315269729e-01  9.6315269729e-01,
1.0000000000e+00  1.0000000000e+00,
1.0004139682e+00  1.0004139682e+00,
1.0000000000e+00  1.0000000000e+00,
9.9690788927e-01  9.9690788927e-01,
1.0000000000e+00  1.0000000000e+00,
9.7582091750e-01  9.7582091750e-01,
1.0000000000e+00  1.0000000000e+00,
9.5845035742e-01  9.5845035742e-01,
1.0000000000e+00  1.0000000000e+00,
9.5313124180e-01  9.5313124180e-01,
1.0000000000e+00  1.0000000000e+00,
9.6054293345e-01  9.6054293345e-01,
1.0000000000e+00  1.0000000000e+00,
9.8108680615e-01  9.8108680615e-01,
1.0000000000e+00  1.0000000000e+00,
1.0103546974e+00  1.0103546974e+00,
1.0000000000e+00  1.0000000000e+00,
1.0260621782e+00  1.0260621782e+00,
1.0000000000e+00  1.0000000000e+00,
9.9483780874e-01  9.9483780874e-01,
1.0000000000e+00  1.0000000000e+00,
9.2028358436e-01  9.2028358436e-01,
1.0000000000e+00  1.0000000000e+00,
8.7853003999e-01  8.7853003999e-01,
1.0000000000e+00  1.0000000000e+00,
9.4000120849e-01  9.4000120849e-01,
1.0000000000e+00  1.0000000000e+00,
1.0596382875e+00  1.0596382875e+00,
1.0000000000e+00  1.0000000000e+00,
1.1212280498e+00  1.1212280498e+00,
1.0000000000e+00  1.0000000000e+00,
1.0796054187e+00  1.0796054187e+00,
1.0000000000e+00  1.0000000000e+00,
1.0051266246e+00  1.0051266246e+00,
1.0000000000e+00  1.0000000000e+00,
9.7392967428e-01  9.7392967428e-01,
1.0000000000e+00  1.0000000000e+00,
9.8964385872e-01  9.8964385872e-01,
1.0000000000e+00  1.0000000000e+00,
1.0189129323e+00  1.0189129323e+00,
1.0000000000e+00  1.0000000000e+00,
1.0394569744e+00  1.0394569744e+00,
1.0000000000e+00  1.0000000000e+00,
1.0468686281e+00  1.0468686281e+00,
1.0000000000e+00  1.0000000000e+00,
1.0415489434e+00  1.0415489434e+00,
1.0000000000e+00  1.0000000000e+00,
1.0241724325e+00  1.0241724325e+00,
1.0000000000e+00  1.0000000000e+00,
1.0030313575e+00  1.0030313575e+00,
1.0000000000e+00  1.0000000000e+00,
9.9916051387e-01  9.9916051387e-01,
1.0000000000e+00  1.0000000000e+00,
1.0346553030e+00  1.0346553030e+00,
1.0000000000e+00  1.0000000000e+00,
1.0849573890e+00  1.0849573890e+00,
1.0000000000e+00  1.0000000000e+00,
1.0494435386e+00  1.0494435386e+00,
1.0000000000e+00  1.0000000000e+00,
9.2294667944e-01  9.2294667944e-01,
9.9435074346e-01  9.9435074346e-01,
8.9415377174e-01  8.9415377174e-01,
9.9381007287e-01  9.9381007287e-01,
9.6021404489e-01  9.6021404489e-01,
9.9786175601e-01  9.9786175601e-01,
1.0045957639e+00  1.0045957639e+00,
1.0003165295e+00  1.0003165295e+00,
9.9919707327e-01  9.9919707327e-01,
9.9609215394e-01  9.9609215394e-01,
9.7349508294e-01  9.7349508294e-01,
9.8725028561e-01  9.8725028561e-01,
9.5336934015e-01  9.5336934015e-01,
9.8041953758e-01  9.8041953758e-01,
9.4777213361e-01  9.4777213361e-01,
9.8022666050e-01  9.8022666050e-01,
9.5767193457e-01  9.5767193457e-01,
9.8773034756e-01  9.8773034756e-01,
9.8398743886e-01  9.8398743886e-01,
1.0005937150e+00  1.0005937150e+00,
1.0215305355e+00  1.0215305355e+00,
1.0105651321e+00  1.0105651321e+00,
1.0433633177e+00  1.0433633177e+00,
1.0076010700e+00  1.0076010700e+00,
1.0085494596e+00  1.0085494596e+00,
9.9247565842e-01  9.9247565842e-01,
9.2229865964e-01  9.2229865964e-01,
9.7974288269e-01  9.7974288269e-01,
8.7418267434e-01  8.7418267434e-01,
9.8279620917e-01  9.8279620917e-01,
9.3787436943e-01  9.3787436943e-01,
1.0000000000e+00  1.0000000000e+00,
1.0614897581e+00  1.0614897581e+00,
1.0172037908e+00  1.0172037908e+00,
1.1253733855e+00  1.1253733855e+00,
1.0202571173e+00  1.0202571173e+00,
1.0774813637e+00  1.0774813637e+00,
1.0075243416e+00  1.0075243416e+00,
9.9137174684e-01  9.9137174684e-01,
9.9239892996e-01  9.9239892996e-01,
9.5661585822e-01  9.5661585822e-01,
9.8943486786e-01  9.8943486786e-01,
9.7846510560e-01  9.7846510560e-01,
9.9940628499e-01  9.9940628499e-01,
1.0160116312e+00  1.0160116312e+00,
1.0122696524e+00  1.0122696524e+00,
1.0423277023e+00  1.0423277023e+00,
1.0197733395e+00  1.0197733395e+00,
1.0522273655e+00  1.0522273655e+00,
1.0195804624e+00  1.0195804624e+00,
1.0466283351e+00  1.0466283351e+00,
1.0127497144e+00  1.0127497144e+00,
1.0264868700e+00  1.0264868700e+00,
1.0039078461e+00  1.0039078461e+00,
1.0006681975e+00  1.0006681975e+00,
9.9968347048e-01  9.9968347048e-01,
9.9461378641e-01  9.9461378641e-01,
1.0021382440e+00  1.0021382440e+00,
1.0362675913e+00  1.0362675913e+00,
1.0061899271e+00  1.0061899271e+00,
1.0943288820e+00  1.0943288820e+00,
1.0056492565e+00  1.0056492565e+00,
1.0532131329e+00  1.0532131329e+00,
1.0000000000e+00  1.0000000000e+00,
9.1428738141e-01  9.1428738141e-01,
1.0000000000e+00  1.0000000000e+00,
8.8399735073e-01  8.8399735073e-01,
1.0000000000e+00  1.0000000000e+00,
9.5959133248e-01  9.5959133248e-01,
1.0000000000e+00  1.0000000000e+00,
1.0111516657e+00  1.0111516657e+00,
1.0000000000e+00  1.0000000000e+00,
1.0043866746e+00  1.0043866746e+00,
1.0000000000e+00  1.0000000000e+00,
9.7749622803e-01  9.7749622803e-01,
1.0000000000e+00  1.0000000000e+00,
9.6136697482e-01  9.6136697482e-01,
1.0000000000e+00  1.0000000000e+00,
9.6035734465e-01  9.6035734465e-01,
1.0000000000e+00  1.0000000000e+00,
9.6971301251e-01  9.6971301251e-01,
1.0000000000e+00  1.0000000000e+00,
9.9248475791e-01  9.9248475791e-01,
1.0000000000e+00  1.0000000000e+00,
1.0309405817e+00  1.0309405817e+00,
1.0000000000e+00  1.0000000000e+00,
1.0585347485e+00  1.0585347485e+00,
1.0000000000e+00  1.0000000000e+00,
1.0247931162e+00  1.0247931162e+00,
1.0000000000e+00  1.0000000000e+00,
9.3285666430e-01  9.3285666430e-01,
1.0000000000e+00  1.0000000000e+00,
8.8153486330e-01  8.8153486330e-01,
1.0000000000e+00  1.0000000000e+00,
9.4160054770e-01  9.4160054770e-01,
1.0000000000e+00  1.0000000000e+00,
1.0572982659e+00  1.0572982659e+00,
1.0000000000e+00  1.0000000000e+00,
1.1176669733e+00  1.1176669733e+00,
1.0000000000e+00  1.0000000000e+00,
1.0667179453e+00  1.0667179453e+00,
1.0000000000e+00  1.0000000000e+00,
9.7503750372e-01  9.7503750372e-01,
1.0000000000e+00  1.0000000000e+00,
9.4141395496e-01  9.4141395496e-01,
